Designator,Mid X,Mid Y,Rotation,Layer
U22,103.944,-89.072,270.0,top
U23_4,147.785581,-133.781103,180.0,bottom
U23_3,147.785581,-107.010722,180.0,bottom
U23_2,147.785581,-80.257722,180.0,bottom
U23,147.785581,-53.504722,180.0,bottom
U24_4,139.935581,-137.488381,0.0,top
U24_3,139.935581,-110.718,0.0,top
U24_2,139.935581,-83.965,0.0,top
U24,139.935581,-57.212,0.0,top
U25_4,139.935581,-142.685981,0.0,top
U25_3,139.935581,-115.9156,0.0,top
U25_2,139.935581,-89.1626,0.0,top
U25,139.935581,-62.4096,0.0,top
U3_4,139.915581,-134.811103,0.0,bottom
U3_3,139.915581,-108.040722,0.0,bottom
U3_2,139.915581,-81.287722,0.0,bottom
U3,139.915581,-54.534722,0.0,bottom
U4_4,142.970581,-142.164581,90.0,top
U4_3,142.970581,-115.3942,90.0,top
U4_2,142.970581,-88.6412,90.0,top
U4,142.970581,-61.8882,90.0,top
U5_4,142.970581,-136.910342,0.0,top
U5_3,142.970581,-110.139961,0.0,top
U5_2,142.970581,-83.386961,0.0,top
U5,142.970581,-56.633961,0.0,top
U6_4,145.901303,-137.978742,90.0,top
U6_3,145.901303,-111.208361,90.0,top
U6_2,145.901303,-84.455361,90.0,top
U6,145.901303,-57.702361,90.0,top
U7_4,142.598059,-129.740103,180.0,bottom
U7_3,142.598059,-102.969722,180.0,bottom
U7_2,142.598059,-76.216722,180.0,bottom
U7,142.598059,-49.463722,180.0,bottom
